버스정류장ars번호,시간대,승차비율,하차비율
24011,22,3.74,4.28
24012,0,6.28,2.09
24012,1,0.0,1.23
24012,2,0.0,0.0
24012,3,0.0,0.0
24012,4,0.0,0.0
24012,6,0.53,1.43
24012,7,4.64,7.91
24012,8,5.13,24.88
24012,9,5.88,11.95
24012,10,3.27,3.48
24012,11,3.11,2.36
24012,12,3.74,2.72
24012,13,4.44,3.29
24012,14,4.5,2.77
24012,15,5.64,3.66
24012,16,5.27,4.26
24012,17,7.7,5.5
24012,18,14.88,7.18
24012,19,8.24,5.39
24012,20,5.67,3.14
24012,21,5.22,3.45
24012,22,5.85,3.32
24013,0,1.9,1.44
24013,1,0.0,0.0
24013,2,0.0,0.0
24013,3,0.0,0.0
24013,4,0.0,0.0
24013,6,2.62,1.65
24013,7,9.46,3.62
24013,8,13.99,12.9
24013,9,9.04,8.72
24013,10,5.7,5.3
24013,11,5.69,4.51
24013,12,5.88,4.36
24013,13,4.65,4.96
24013,14,4.82,5.51
24013,15,5.69,6.64
24013,16,5.84,7.31
24013,17,5.56,7.99
24013,18,8.51,7.76
24013,19,3.9,5.19
24013,20,2.78,3.64
24013,21,2.1,3.73
24013,22,1.88,4.76
24014,0,6.53,2.77
24014,1,0.0,1.58
24014,2,0.0,0.0
24014,3,0.0,0.0
24014,4,0.0,0.0
24014,6,1.58,0.98
24014,7,6.07,4.1
24014,8,5.74,11.62
24014,9,4.74,6.19
24014,10,3.78,3.01
24014,11,3.26,2.55
24014,12,4.46,2.94
24014,13,4.75,3.36
24014,14,4.47,3.57
24014,15,4.87,4.37
24014,16,5.64,5.23
24014,17,8.81,8.31
24014,18,11.48,11.64
24014,19,6.17,8.98
24014,20,5.28,5.76
24014,21,6.34,7.75
24014,22,6.04,5.3
24015,0,1.72,1.42
24015,1,0.0,0.0
24015,2,0.0,0.0
24015,3,0.0,0.0
24015,4,0.0,0.0
24015,6,1.69,2.65
24015,7,4.49,5.0
24015,8,6.48,7.89
24015,9,5.81,7.88
24015,10,3.44,6.61
24015,11,4.49,5.04
24015,12,4.29,6.23
24015,13,4.54,5.79
24015,14,5.42,6.56
24015,15,7.77,7.36
24015,16,8.56,7.67
24015,17,10.33,7.86
24015,18,9.66,6.87
24015,19,7.52,4.82
24015,20,6.64,3.28
24015,21,3.65,3.4
24015,22,3.49,3.7
24016,0,3.41,4.6
24016,1,0.0,2.74
24016,2,0.0,0.0
24016,3,0.0,0.0
24016,4,0.0,0.0
24016,6,1.26,0.53
24016,7,3.96,6.27
24016,8,5.27,8.21
24016,9,5.34,7.02
24016,10,4.05,3.05
24016,11,3.39,2.99
24016,12,4.99,3.59
24016,13,5.31,4.45
24016,14,5.1,4.36
24016,15,6.16,6.2
24016,16,8.02,7.28
24016,17,8.44,9.23
24016,18,8.86,10.74
24016,19,6.74,6.59
24016,20,7.03,3.75
24016,21,7.3,3.98
24016,22,5.38,4.41
24017,0,3.86,1.32
24017,1,0.0,0.0
24017,2,0.0,0.0
24017,3,0.0,0.0
24017,4,0.0,0.0
24017,6,0.71,2.14
24017,7,1.97,6.68
24017,8,2.18,12.2
24017,9,1.41,9.49
24017,10,0.96,5.53
24017,11,1.52,6.15
24017,12,1.75,6.42
24017,13,2.38,6.49
24017,14,3.28,6.08
24017,15,5.95,7.61
24017,16,8.2,7.01
24017,17,10.7,7.05
24017,18,15.83,6.36
24017,19,10.31,3.49
24017,20,12.23,2.27
24017,21,9.71,2.06
24017,22,7.04,1.65
24305,0,5.27,0.87
24305,1,0.0,0.0
24305,2,0.0,0.0
24305,3,0.0,0.0
24305,4,0.0,0.0
24305,6,1.59,3.65
24305,7,3.45,4.91
24305,8,4.04,5.34
24305,9,5.04,7.79
24305,10,2.91,6.48
24305,11,5.09,5.99
24305,12,6.77,7.09
24305,13,4.91,7.25
24305,14,4.82,8.22
24305,15,5.86,7.66
24305,16,8.68,8.77
24305,17,10.0,7.11
24305,18,8.68,6.35
24305,19,7.04,4.04
24305,20,4.32,3.02
24305,21,4.91,3.04
24305,22,6.63,2.41
24340,0,11.28,4.03
24340,1,0.0,3.98
24340,2,0.0,0.0
24340,3,0.0,0.0
24340,4,0.0,0.0
24340,6,0.46,1.45
24340,7,3.22,5.29
24340,8,8.13,10.09
24340,9,11.6,4.76
24340,10,7.28,4.55
24340,11,4.52,2.64
24340,12,5.51,4.12
24340,13,5.61,4.02
24340,14,4.16,5.55
24340,15,3.69,4.66
24340,16,4.48,5.35
24340,17,5.41,7.21
24340,18,5.84,10.53
24340,19,4.55,8.01
24340,20,2.98,5.12
24340,21,5.93,4.61
24340,22,5.38,4.03
24420,0,3.31,0.11
24420,1,0.0,0.0
24420,2,0.0,0.0
24420,3,0.0,0.0
24420,4,0.0,0.0
24420,6,1.71,2.43
24420,7,4.25,6.57
24420,8,3.37,9.29
24420,9,9.05,7.1
24420,10,4.59,3.93
24420,11,4.22,4.25
24420,12,5.99,6.22
24420,13,6.16,5.8
24420,14,7.99,6.63
24420,15,7.91,7.99
24420,16,7.96,10.67
24420,17,8.33,9.93
24420,18,7.11,7.82
24420,19,5.25,3.54
24420,20,3.74,2.65
24420,21,4.82,2.7
24420,22,4.22,2.38
47011,0,0.02,0.07
47011,1,0.0,0.0
47011,2,0.0,0.0
47011,3,0.0,0.0
47011,4,0.41,0.35
47011,6,12.11,1.08
47011,7,15.44,7.14
47011,8,15.13,15.62
47011,9,9.33,7.67
47011,10,6.93,5.21
47011,11,5.63,6.74
47011,12,5.32,5.9
47011,13,4.63,5.37
47011,14,3.75,5.19
47011,15,3.64,7.02
47011,16,4.86,6.19
47011,17,4.95,7.64
47011,18,2.86,7.13
47011,19,1.15,3.47
47011,20,1.03,3.9
47011,21,1.13,2.09
47011,22,1.69,2.22
47012,0,5.12,4.04
47012,1,0.0,0.54
47012,2,0.0,0.0
47012,3,0.0,0.0
47012,4,0.0,0.0
47012,6,0.2,0.53
47012,7,2.8,0.38
47012,8,7.48,1.13
47012,9,2.21,0.82
47012,10,2.39,0.98
47012,11,3.84,1.48
47012,12,3.23,1.85
47012,13,4.41,3.01
47012,14,3.48,4.04
47012,15,5.55,4.44
47012,16,10.76,5.88
47012,17,7.82,9.22
47012,18,8.62,13.41
47012,19,5.71,14.22
47012,20,5.46,10.72
47012,21,6.69,10.41
47012,22,14.24,12.89
47017,0,0.0,0.0
47017,1,0.0,0.0
47017,2,0.0,0.0
47017,3,0.0,0.0
47017,4,1.1,0.29
47017,6,10.79,0.82
47017,7,15.31,2.2
47017,8,10.76,5.47
47017,9,8.32,5.09
47017,10,7.48,4.21
47017,11,6.26,4.36
47017,12,6.21,5.85
47017,13,5.34,7.16
47017,14,4.29,6.97
47017,15,4.32,7.77
47017,16,4.69,7.78
47017,17,4.39,9.9
47017,18,3.1,9.55
47017,19,1.9,6.37
47017,20,1.86,4.45
47017,21,1.88,5.23
47017,22,1.99,6.52
47018,0,2.91,5.04
47018,1,0.0,0.77
47018,2,0.2,0.12
47018,3,0.0,0.0
47018,4,0.0,0.0
47018,6,0.72,0.43
47018,7,11.59,1.21
47018,8,12.6,2.1
47018,9,7.29,1.64
47018,10,5.26,2.3
47018,11,4.95,2.45
47018,12,5.56,3.32
47018,13,5.89,3.98
47018,14,4.0,5.55
47018,15,6.14,6.41
47018,16,7.95,7.75
47018,17,7.0,7.87
47018,18,5.58,9.16
47018,19,4.0,12.39
47018,20,2.51,9.72
47018,21,2.66,8.19
47018,22,3.18,9.59
47021,0,1.76,4.46
47021,1,0.0,0.75
47021,2,0.06,0.12
47021,3,0.0,0.0
47021,4,0.0,0.0
47021,6,0.64,0.45
47021,7,4.52,1.04
47021,8,7.12,1.72
47021,9,5.48,1.67
47021,10,4.21,1.47
47021,11,4.26,1.79
47021,12,4.4,2.51
47021,13,4.92,3.25
47021,14,4.89,4.2
47021,15,6.14,5.25
47021,16,7.34,6.76
47021,17,8.62,8.72
47021,18,9.2,10.45
47021,19,7.78,13.79
47021,20,6.03,10.89
47021,21,5.32,9.12
47021,22,7.3,11.58
47022,0,0.0,0.0
47022,1,0.0,0.0
47022,2,0.0,0.0
47022,3,0.0,0.0
47022,4,0.6,0.7
47022,6,11.07,1.55
47022,7,18.66,2.1
47022,8,13.44,8.6
47022,9,10.03,7.21
47022,10,8.19,3.94
47022,11,7.03,5.0
47022,12,6.77,6.02
47022,13,4.81,5.98
47022,14,3.92,5.79
47022,15,3.57,7.02
47022,16,3.88,8.46
47022,17,2.98,7.9
47022,18,1.71,10.07
47022,19,0.94,5.29
47022,20,0.81,4.31
47022,21,0.74,5.29
47022,22,0.86,4.76
47023,0,3.15,7.41
47023,1,0.0,0.92
47023,2,0.14,0.15
47023,3,0.0,0.0
47023,4,0.0,0.0
47023,6,2.89,0.58
47023,7,7.93,0.72
47023,8,19.1,0.83
47023,9,6.92,0.62
47023,10,5.34,1.24
47023,11,5.27,1.85
47023,12,4.54,2.2
47023,13,5.4,2.99
47023,14,4.68,4.15
47023,15,4.52,5.26
47023,16,6.09,6.56
47023,17,6.54,7.96
47023,18,5.16,9.61
47023,19,3.79,14.06
47023,20,3.18,11.87
47023,21,3.05,9.16
47023,22,2.32,11.84
47024,0,0.0,0.0
47024,1,0.0,0.0
47024,2,0.0,0.0
47024,3,0.0,0.0
47024,4,0.49,1.1
47024,6,11.98,1.3
47024,7,19.7,2.59
47024,8,13.43,4.75
47024,9,10.17,3.08
47024,10,8.17,4.01
47024,11,6.36,4.94
47024,12,6.09,6.41
47024,13,4.61,6.42
47024,14,3.73,5.39
47024,15,3.46,6.1
47024,16,3.79,6.25
47024,17,2.84,9.86
47024,18,1.83,13.61
47024,19,1.08,6.9
47024,20,0.92,4.73
47024,21,0.78,5.57
47024,22,0.57,6.96
47025,0,1.13,6.02
47025,1,0.0,1.39
47025,2,0.09,0.27
47025,3,0.0,0.0
47025,4,0.0,0.0
47025,6,0.4,0.58
47025,7,4.56,1.07
47025,8,16.26,3.0
47025,9,9.89,1.33
47025,10,9.16,1.34
47025,11,7.54,1.69
47025,12,4.38,2.12
47025,13,6.8,2.77
47025,14,5.4,3.53
47025,15,5.76,5.2
47025,16,7.37,6.79
47025,17,6.34,7.87
47025,18,5.07,10.01
47025,19,4.05,11.88
47025,20,2.05,11.53
47025,21,1.88,9.53
47025,22,1.88,12.07
47027,0,0.01,0.0
47027,1,0.0,0.0
47027,2,0.0,0.0
47027,3,0.0,0.0
47027,4,1.07,0.23
47027,6,9.62,2.42
47027,7,23.55,16.46
47027,8,15.61,36.97
47027,9,9.42,5.91
47027,10,6.7,2.87
47027,11,5.33,3.1
47027,12,4.89,2.28
47027,13,4.02,4.95
47027,14,3.35,3.66
47027,15,3.06,2.81
47027,16,3.61,3.57
47027,17,3.15,4.45
47027,18,2.27,5.37
47027,19,1.17,1.91
47027,20,1.58,1.27
47027,21,0.88,0.84
47027,22,0.73,0.93
47029,0,0.0,0.0
47029,1,0.0,0.0
47029,2,0.0,0.0
47029,3,0.0,0.0
47029,4,1.15,0.38
47029,6,11.33,1.22
47029,7,14.76,1.51
47029,8,12.68,4.86
47029,9,9.83,4.66
47029,10,9.16,4.34
47029,11,7.33,4.4
47029,12,6.48,6.43
47029,13,5.65,7.59
47029,14,4.2,9.33
47029,15,3.95,7.64
47029,16,4.09,6.96
47029,17,3.39,7.65
47029,18,2.05,9.6
47029,19,1.42,6.55
47029,20,1.0,4.9
47029,21,0.81,5.28
47029,22,0.71,6.69
47033,0,0.02,0.04
47033,1,0.0,0.0
47033,2,0.0,0.0
47033,3,0.0,0.0
47033,4,1.17,1.37
47033,6,10.12,0.98
47033,7,16.43,2.84
47033,8,14.86,6.93
47033,9,11.82,8.37
47033,10,6.95,4.9
47033,11,5.44,7.14
47033,12,5.51,5.43
47033,13,4.07,9.1
47033,14,3.25,7.95
47033,15,3.11,6.16
47033,16,3.96,7.14
47033,17,3.99,8.33
47033,18,3.04,11.24
47033,19,2.38,5.15
47033,20,1.3,2.59
47033,21,1.18,2.49
47033,22,1.4,1.89
47034,0,1.73,7.05
47034,1,0.0,1.47
47034,2,0.0,0.0
47034,3,0.0,0.0
47034,4,0.0,0.0
47034,6,0.51,2.51
47034,7,1.31,2.69
47034,8,5.63,3.59
47034,9,2.07,1.96
47034,10,4.36,2.35
47034,11,5.58,1.83
47034,12,3.64,1.99
47034,13,4.06,2.63
47034,14,4.53,2.65
47034,15,10.28,3.13
47034,16,19.8,4.19
47034,17,10.58,8.14
47034,18,5.92,9.7
47034,19,4.02,13.58
47034,20,3.76,12.02
47034,21,8.46,9.04
47034,22,3.76,9.47
47035,0,3.62,4.57
47035,1,0.0,0.65
47035,2,0.89,0.16
47035,3,0.0,0.0
47035,4,0.0,0.0
47035,6,0.52,1.86
47035,7,3.48,4.75
47035,8,14.51,8.95
47035,9,6.24,3.51
47035,10,6.98,3.05
47035,11,6.01,2.61
47035,12,5.06,2.86
47035,13,5.14,3.76
47035,14,6.15,4.49
47035,15,5.66,4.83
47035,16,5.95,6.31
47035,17,9.57,7.19
47035,18,5.98,7.62
47035,19,3.97,8.38
47035,20,2.41,8.65
47035,21,3.62,7.16
47035,22,4.25,8.63
47036,0,0.0,0.01
47036,1,0.0,0.0
47036,2,0.0,0.0
47036,3,0.0,0.0
47036,4,0.43,0.88
47036,6,4.39,0.68
47036,7,7.04,6.14
47036,8,7.37,34.82
47036,9,4.69,11.91
47036,10,4.73,2.82
47036,11,4.98,2.34
47036,12,6.04,2.56
47036,13,5.48,2.86
47036,14,5.64,2.53
47036,15,7.3,3.23
47036,16,9.09,3.34
47036,17,12.47,4.55
47036,18,9.13,7.4
47036,19,3.98,4.13
47036,20,2.7,2.88
47036,21,1.8,2.94
47036,22,2.74,3.97
47037,0,1.26,5.28
47037,1,0.0,0.82
47037,2,0.13,0.22
47037,3,0.0,0.0
47037,4,0.0,0.0
47037,6,0.62,0.58
47037,7,4.56,1.42
47037,8,14.02,3.45
47037,9,10.9,2.33
47037,10,7.58,2.21
47037,11,6.67,1.94
47037,12,5.32,2.34
47037,13,6.66,3.09
47037,14,6.96,3.73
47037,15,5.68,4.96
47037,16,7.28,7.04
47037,17,5.69,7.99
47037,18,5.82,8.72
47037,19,4.47,11.58
47037,20,2.27,11.18
47037,21,1.98,9.42
47037,22,2.14,11.7
47041,0,0.0,0.0
47041,1,0.0,0.0
47041,2,0.0,0.0
47041,3,0.0,0.0
47041,4,0.92,1.22
47041,6,9.33,1.03
47041,7,14.69,4.91
47041,8,9.39,8.96
47041,9,8.28,3.59
47041,10,7.85,3.73
47041,11,6.46,3.97
47041,12,6.7,4.84
47041,13,5.46,4.54
47041,14,5.17,4.99
47041,15,4.86,6.81
47041,16,5.13,6.61
47041,17,4.66,8.67
47041,18,4.26,11.28
47041,19,2.02,7.47
47041,20,1.95,5.32
47041,21,1.7,5.35
47041,22,1.16,6.69
47042,0,0.01,0.0
47042,1,0.0,0.0
47042,2,0.0,0.0
47042,3,0.0,0.0
47042,4,0.71,0.85
47042,6,9.78,2.06
47042,7,15.21,9.79
47042,8,10.97,15.44
47042,9,7.54,8.53
47042,10,5.59,7.68
47042,11,4.95,6.12
47042,12,5.04,6.06
47042,13,5.51,5.94
47042,14,4.35,4.32
47042,15,4.89,5.74
47042,16,5.32,7.41
47042,17,4.58,5.68
47042,18,4.89,5.59
47042,19,2.47,3.62
47042,20,2.59,1.97
47042,21,3.88,1.62
47042,22,1.72,1.59
47043,0,0.0,0.0
47043,1,0.0,0.0
47043,2,0.0,0.0
47043,3,0.0,0.0
47043,4,0.29,0.52
47043,6,11.97,0.79
47043,7,15.76,1.63
47043,8,13.62,3.94
47043,9,9.46,2.48
47043,10,8.06,3.27
47043,11,6.5,3.42
47043,12,5.99,5.15
47043,13,5.72,5.24
47043,14,4.46,4.67
47043,15,4.18,7.19
47043,16,4.34,7.87
47043,17,3.0,9.63
47043,18,2.39,13.97
47043,19,1.41,7.78
47043,20,0.94,6.71
47043,21,0.93,6.95
47043,22,0.97,8.79
47044,0,1.03,3.29
47044,1,0.0,0.89
47044,2,0.03,0.12
47044,3,0.0,0.0
47044,4,0.0,0.0
47044,6,0.1,3.77
47044,7,5.36,11.59
47044,8,9.07,15.0
47044,9,5.56,6.59
47044,10,3.87,3.62
47044,11,4.67,3.01
47044,12,4.08,3.72
47044,13,4.27,4.4
47044,14,4.37,3.76
47044,15,5.44,3.7
47044,16,7.84,4.21
47044,17,15.4,5.29
47044,18,18.94,5.08
47044,19,4.2,5.51
47044,20,2.59,5.06
47044,21,1.93,5.47
47044,22,1.24,5.9
47045,0,0.95,2.79
47045,1,0.0,0.55
47045,2,0.0,0.0
47045,3,0.0,0.0
47045,4,0.0,0.0
47045,6,0.19,2.26
47045,7,1.95,12.92
47045,8,4.04,27.36
47045,9,1.8,4.82
47045,10,2.99,2.63
47045,11,3.61,2.07
47045,12,3.42,2.12
47045,13,2.09,2.93
47045,14,5.18,3.08
47045,15,10.54,3.24
47045,16,7.83,3.69
47045,17,9.69,4.16
47045,18,22.89,4.95
47045,19,6.55,6.66
47045,20,8.83,5.23
47045,21,5.03,3.96
47045,22,2.42,4.59
47046,0,0.01,0.02
47046,1,0.0,0.0
47046,2,0.0,0.0
47046,3,0.0,0.0
47046,4,2.42,0.61
47046,6,10.02,2.01
47046,7,13.17,13.22
47046,8,14.38,32.94
47046,9,6.89,5.51
47046,10,5.98,5.78
47046,11,4.91,4.01
47046,12,5.52,3.13
47046,13,3.86,4.06
47046,14,3.84,3.48
47046,15,5.77,3.43
47046,16,5.41,5.65
47046,17,4.38,4.14
47046,18,7.05,3.52
47046,19,2.34,2.94
47046,20,1.7,2.06
47046,21,1.43,2.13
47046,22,0.92,1.37
47048,0,4.05,5.09
47048,1,0.0,1.19
47048,2,0.0,0.0
47048,3,0.0,0.0
47048,4,0.0,0.0
47048,6,3.05,0.76
47048,7,3.46,0.6
47048,8,4.96,1.66
47048,9,2.59,0.98
47048,10,3.87,1.23
47048,11,5.73,1.42
47048,12,3.09,2.02
47048,13,3.59,2.66
47048,14,2.82,3.48
47048,15,16.06,3.92
47048,16,18.06,6.07
47048,17,10.1,7.55
47048,18,4.64,13.47
47048,19,3.41,16.24
47048,20,2.96,10.49
47048,21,4.28,9.31
47048,22,3.28,11.87
47049,0,0.94,2.57
47049,1,0.0,3.58
47049,2,0.19,1.03
47049,3,0.0,0.0
47049,4,0.0,0.0
47049,6,0.0,0.0
47049,7,6.85,2.9
47049,8,22.51,8.57
47049,9,12.8,7.86
47049,10,7.76,5.53
47049,11,7.02,5.91
47049,12,5.81,5.18
47049,13,5.86,5.56
47049,14,5.26,5.62
47049,15,4.62,5.72
47049,16,4.84,7.16
47049,17,5.23,7.3
47049,18,3.3,8.02
47049,19,2.12,5.32
47049,20,1.93,3.79
47049,21,1.65,4.06
47049,22,1.32,4.33
47051,0,4.93,4.6
47051,1,0.0,1.16
47051,2,0.0,0.01
47051,3,0.0,0.0
47051,4,0.0,0.0
47051,6,1.24,0.92
47051,7,2.12,1.76
47051,8,3.55,4.01
47051,9,2.53,2.15
47051,10,3.44,1.85
47051,11,4.57,2.37
47051,12,5.95,2.86
47051,13,6.56,3.61
47051,14,4.88,4.02
47051,15,5.32,4.6
47051,16,7.63,6.64
47051,17,7.52,7.29
47051,18,11.07,11.99
47051,19,7.6,13.8
47051,20,4.74,9.36
47051,21,7.19,7.65
47051,22,9.15,9.35
47052,0,5.65,1.63
47052,1,0.0,2.66
47052,2,1.94,0.77
47052,3,0.0,0.0
47052,4,0.0,0.0
47052,6,0.0,0.0
47052,7,1.29,2.09
47052,8,6.29,12.13
47052,9,2.9,7.37
47052,10,4.35,5.32
47052,11,7.42,5.71
47052,12,7.58,4.84
47052,13,5.81,5.15
47052,14,6.77,5.41
47052,15,6.61,5.34
47052,16,9.19,6.99
47052,17,8.55,10.17
47052,18,7.26,10.94
47052,19,5.97,4.62
47052,20,6.13,3.1
47052,21,1.77,2.67
47052,22,4.52,3.07
47053,0,8.25,5.52
47053,1,0.0,1.22
47053,2,0.0,0.0
47053,3,0.0,0.0
47053,4,0.0,0.0
47053,6,1.4,1.46
47053,7,3.66,0.48
47053,8,14.51,1.46
47053,9,2.11,1.13
47053,10,2.29,1.64
47053,11,2.98,1.44
47053,12,3.52,1.96
47053,13,4.47,2.87
47053,14,4.65,2.94
47053,15,3.72,3.74
47053,16,7.15,6.07
47053,17,9.53,8.85
47053,18,6.29,12.04
47053,19,5.6,13.64
47053,20,6.29,13.12
47053,21,6.26,10.51
47053,22,7.33,9.91
47054,0,0.0,0.01
47054,1,0.0,0.0
47054,2,0.0,0.0
47054,3,0.0,0.0
47054,4,0.51,0.41
47054,6,9.44,1.19
47054,7,15.64,3.8
47054,8,12.21,10.09
47054,9,9.58,5.76
47054,10,9.15,4.59
47054,11,7.02,4.4
47054,12,6.51,5.98
47054,13,5.18,6.87
47054,14,4.28,6.2
47054,15,4.13,6.82
47054,16,4.2,7.98
47054,17,3.58,8.93
47054,18,2.65,9.68
47054,19,1.52,4.66
47054,20,1.43,4.08
47054,21,1.24,3.87
47054,22,1.73,4.68
47055,0,3.99,3.58
47055,1,0.0,0.87
47055,2,0.1,0.09
47055,3,0.0,0.0
47055,4,0.0,0.0
47055,6,2.26,1.71
47055,7,4.87,4.34
47055,8,5.77,3.3
47055,9,3.4,2.23
47055,10,2.97,2.1
47055,11,2.83,2.72
47055,12,4.19,3.31
47055,13,5.04,3.96
47055,14,6.04,4.44
47055,15,6.23,5.68
47055,16,8.08,7.27
47055,17,9.14,8.37
47055,18,8.44,9.69
47055,19,6.6,11.28
47055,20,5.31,8.73
47055,21,5.67,6.95
47055,22,9.08,9.4
47057,0,7.94,4.19
47057,1,0.0,8.79
47057,2,3.17,3.88
47057,3,0.0,0.0
47057,4,0.0,0.0
47057,6,0.0,0.0
47057,7,0.0,0.7
47057,8,2.38,6.2
47057,9,1.59,5.33
47057,10,2.38,4.02
47057,11,3.97,4.67
47057,12,0.0,3.84
47057,13,4.76,4.51
47057,14,8.73,4.6
47057,15,3.17,4.44
47057,16,9.52,5.68
47057,17,3.17,5.82
47057,18,8.73,9.3
47057,19,6.35,7.29
47057,20,15.08,8.16
47057,21,14.29,4.49
47057,22,4.76,4.09
47058,0,0.0,4.22
47058,1,0.0,19.71
47058,2,4.76,9.53
47058,3,0.0,0.0
47058,4,0.0,0.0
47058,6,0.0,0.0
47058,7,0.0,0.38
47058,8,23.81,8.29
47058,9,9.52,3.22
47058,10,0.0,3.01
47058,11,4.76,2.89
47058,12,0.0,3.48
47058,13,14.29,3.51
47058,14,9.52,3.33
47058,15,0.0,3.39
47058,16,4.76,3.92
47058,17,9.52,4.34
47058,18,4.76,6.67
47058,19,0.0,5.28
47058,20,0.0,4.31
47058,21,0.0,2.74
47058,22,14.29,7.76
47059,0,0.0,0.0
47059,1,0.0,0.0
47059,2,0.0,0.0
47059,3,0.0,0.0
47059,4,1.1,0.35
47059,6,6.53,4.05
47059,7,4.06,5.58
47059,8,7.64,7.4
47059,9,9.42,7.98
47059,10,9.79,7.34
47059,11,8.55,5.92
47059,12,7.8,6.75
47059,13,6.7,7.22
47059,14,6.04,6.66
47059,15,6.5,6.28
47059,16,6.78,6.49
47059,17,5.73,6.29
47059,18,4.59,6.57
47059,19,2.31,4.48
47059,20,2.05,4.26
47059,21,2.34,3.48
47059,22,2.07,2.91
47063,0,1.3,4.54
47063,1,0.0,1.24
47063,2,0.07,0.15
47063,3,0.0,0.0
47063,4,0.0,0.0
47063,6,2.87,1.36
47063,7,6.28,1.71
47063,8,7.69,3.04
47063,9,8.21,2.04
47063,10,6.57,2.31
47063,11,4.47,2.85
47063,12,5.14,3.08
47063,13,5.54,3.82
47063,14,4.57,5.06
47063,15,5.8,6.16
47063,16,7.38,7.67
47063,17,8.08,8.68
47063,18,10.08,9.84
47063,19,4.88,10.79
47063,20,2.98,9.18
47063,21,3.33,7.25
47063,22,4.75,9.25
47064,0,2.11,3.05
47064,1,0.0,0.49
47064,2,0.09,0.07
47064,3,0.0,0.0
47064,4,0.0,0.0
47064,6,0.52,0.77
47064,7,4.5,1.28
47064,8,9.36,1.61
47064,9,3.94,1.53
47064,10,4.02,1.43
47064,11,4.57,1.76
47064,12,4.51,2.24
47064,13,5.37,3.03
47064,14,5.1,4.12
47064,15,6.53,5.57
47064,16,7.42,7.73
47064,17,8.86,9.57
47064,18,8.12,11.5
47064,19,5.4,15.26
47064,20,5.69,10.55
47064,21,6.2,8.12
47064,22,7.71,10.32
47065,0,0.0,0.0
47065,1,0.0,0.0
47065,2,0.0,0.0
47065,3,0.0,0.0
47065,4,0.41,0.22
47065,6,6.04,2.91
47065,7,7.21,7.21
47065,8,10.56,6.94
47065,9,11.44,5.36
47065,10,11.06,5.7
47065,11,8.92,6.28
47065,12,8.02,6.94
47065,13,6.75,6.03
47065,14,5.6,6.5
47065,15,5.23,6.11
47065,16,5.46,7.24
47065,17,4.24,8.23
47065,18,3.53,7.1
47065,19,1.67,3.94
47065,20,1.29,3.41
47065,21,1.63,4.83
47065,22,0.95,5.05
47066,0,0.0,0.0
47066,1,0.0,0.0
47066,2,0.0,0.0
47066,3,0.0,0.0
47066,4,0.38,0.94
47066,6,4.43,3.49
47066,7,12.33,5.88
47066,8,7.83,7.18
47066,9,4.21,6.48
47066,10,4.58,5.48
47066,11,3.37,4.61
47066,12,4.96,5.86
47066,13,5.38,5.86
47066,14,7.25,7.09
47066,15,6.09,5.6
47066,16,6.73,6.13
47066,17,5.94,7.72
47066,18,6.85,6.58
47066,19,3.53,3.98
47066,20,4.97,4.52
47066,21,5.77,6.01
47066,22,5.41,6.6
47067,0,0.0,0.0
47067,1,0.0,0.0
47067,2,0.0,0.0
47067,3,0.0,0.0
47067,4,4.36,0.57
47067,6,2.76,3.98
47067,7,3.98,8.96
47067,8,4.79,12.63
47067,9,3.19,8.41
47067,10,3.77,5.28
47067,11,4.16,4.57
47067,12,5.13,5.05
47067,13,5.07,5.95
47067,14,6.59,6.02
47067,15,7.46,4.71
47067,16,8.13,5.89
47067,17,8.24,6.69
47067,18,7.49,6.61
47067,19,5.8,3.36
47067,20,5.69,3.08
47067,21,6.2,3.51
47067,22,7.19,4.72
47068,0,0.0,0.0
47068,1,0.0,0.0
47068,2,0.0,0.0
47068,3,0.0,0.0
47068,4,0.53,0.1
47068,6,3.45,3.4
47068,7,11.08,7.76
47068,8,12.2,12.46
47068,9,8.16,6.43
47068,10,5.77,4.17
47068,11,4.65,2.91
47068,12,4.74,4.05
47068,13,4.85,5.23
47068,14,4.29,4.78
47068,15,4.87,5.0
47068,16,5.0,6.93
47068,17,6.7,9.04
47068,18,6.47,9.35
47068,19,5.53,4.53
47068,20,4.04,4.35
47068,21,4.47,4.99
47068,22,3.21,4.53
47069,0,0.0,0.0
47069,1,0.0,0.0
47069,2,0.0,0.0
47069,3,0.0,0.0
47069,4,0.08,0.11
47069,6,3.22,2.5
47069,7,4.25,5.22
47069,8,7.92,7.51
47069,9,6.5,4.86
47069,10,6.56,4.93
47069,11,5.5,3.15
47069,12,5.49,3.91
47069,13,6.22,5.65
47069,14,7.5,6.51
47069,15,8.68,5.71
47069,16,8.5,7.72
47069,17,12.53,10.32
47069,18,5.14,6.35
47069,19,4.72,7.59
47069,20,3.23,6.66
47069,21,2.02,5.84
47069,22,1.95,5.46
47072,0,1.37,5.76
47072,1,0.0,6.57
47072,2,0.11,0.45
47072,3,0.0,0.0
47072,4,0.0,0.0
47072,6,0.0,0.0
47072,7,1.49,2.24
47072,8,4.81,4.11
47072,9,3.89,5.72
47072,10,5.49,5.75
47072,11,4.35,5.79
47072,12,5.95,6.42
47072,13,4.0,5.79
47072,14,5.84,6.06
47072,15,10.53,6.37
47072,16,12.01,8.39
47072,17,15.79,8.49
47072,18,3.89,6.52
