버스정류장ars번호,시간대,승차비율,하차비율
07818,12,6.99,2.02
07818,13,4.2,2.82
07818,14,3.6,5.85
07818,15,3.64,5.44
07818,16,4.86,4.23
07818,17,3.71,10.08
07818,18,4.16,9.88
07818,19,3.11,17.34
07818,20,2.27,9.48
07818,21,1.99,9.07
07818,22,2.41,11.29
07819,0,19.9,11.93
07819,1,0.0,11.88
07819,2,0.16,0.0
07819,3,0.0,0.0
07819,4,0.0,0.0
07819,6,0.0,0.0
07819,7,8.6,0.1
07819,8,9.71,0.51
07819,9,6.05,0.26
07819,10,10.19,0.62
07819,11,7.64,0.98
07819,12,5.89,1.54
07819,13,4.3,2.31
07819,14,2.55,1.75
07819,15,2.07,3.8
07819,16,6.37,5.45
07819,17,4.94,5.5
07819,18,5.73,8.69
07819,19,3.34,12.29
07819,20,0.48,9.31
07819,21,0.8,10.28
07819,22,1.27,12.8
07820,0,0.0,0.0
07820,1,0.0,0.81
07820,2,0.0,0.0
07820,3,0.0,0.0
07820,4,0.0,0.0
07820,6,7.83,0.41
07820,7,9.03,0.61
07820,8,17.68,1.22
07820,9,11.92,2.24
07820,10,8.54,1.83
07820,11,6.15,1.63
07820,12,6.26,1.42
07820,13,4.95,2.44
07820,14,4.52,3.25
07820,15,5.55,4.07
07820,16,6.37,6.1
07820,17,4.13,5.89
07820,18,2.83,11.79
07820,19,1.14,25.81
07820,20,0.82,7.52
07820,21,0.71,11.79
07820,22,1.58,11.18
07821,0,0.0,0.99
07821,1,0.0,0.1
07821,2,0.0,0.0
07821,3,0.0,0.0
07821,4,0.0,0.0
07821,6,9.98,0.69
07821,7,8.38,0.5
07821,8,11.22,2.58
07821,9,9.54,2.78
07821,10,9.32,2.68
07821,11,4.37,1.98
07821,12,6.05,1.78
07821,13,5.54,2.97
07821,14,4.37,4.46
07821,15,4.81,3.27
07821,16,6.77,5.35
07821,17,4.37,6.24
07821,18,3.13,12.49
07821,19,1.89,20.61
07821,20,1.82,11.1
07821,21,3.57,8.72
07821,22,4.88,10.7
07822,0,37.3,11.44
07822,1,0.0,7.72
07822,2,0.0,0.0
07822,3,0.0,0.0
07822,4,0.0,0.0
07822,6,0.0,0.0
07822,7,5.1,0.72
07822,8,5.44,0.72
07822,9,4.67,0.77
07822,10,4.93,0.77
07822,11,4.16,1.16
07822,12,3.4,1.06
07822,13,3.99,2.75
07822,14,2.8,2.27
07822,15,3.48,4.2
07822,16,4.5,5.07
07822,17,5.61,6.95
07822,18,6.8,8.93
07822,19,2.21,17.23
07822,20,1.27,11.0
07822,21,2.29,7.96
07822,22,2.04,9.27
07827,0,27.17,12.15
07827,1,0.0,29.44
07827,2,0.57,0.47
07827,3,0.0,0.0
07827,4,0.0,0.0
07827,6,0.0,0.0
07827,7,6.48,0.93
07827,8,8.01,1.87
07827,9,11.34,0.93
07827,10,8.48,1.64
07827,11,5.43,2.34
07827,12,5.15,1.64
07827,13,2.86,1.87
07827,14,3.53,1.64
07827,15,3.24,3.27
07827,16,2.19,3.74
07827,17,3.34,5.37
07827,18,5.24,7.01
07827,19,3.62,4.91
07827,20,1.53,8.41
07827,21,0.57,7.94
07827,22,1.24,4.44
07828,0,0.0,0.0
07828,1,0.0,0.0
07828,2,0.0,0.0
07828,3,0.0,0.0
07828,4,0.0,0.0
07828,6,1.75,0.57
07828,7,9.04,1.65
07828,8,7.58,1.65
07828,9,10.2,5.16
07828,10,10.2,2.08
07828,11,6.12,2.01
07828,12,5.25,2.65
07828,13,3.5,5.66
07828,14,5.54,2.8
07828,15,7.58,4.3
07828,16,8.16,6.45
07828,17,6.71,8.6
07828,18,4.96,7.67
07828,19,4.08,15.48
07828,20,2.92,15.56
07828,21,2.04,9.25
07828,22,4.37,8.46
07829,0,0.0,0.0
07829,1,0.0,0.0
07829,2,0.0,0.0
07829,3,0.0,0.0
07829,4,0.0,0.0
07829,6,6.58,0.09
07829,7,19.36,1.61
07829,8,8.22,1.12
07829,9,8.14,1.55
07829,10,8.14,1.58
07829,11,6.95,1.67
07829,12,5.47,1.4
07829,13,6.7,2.88
07829,14,3.66,2.21
07829,15,5.34,2.88
07829,16,6.49,6.89
07829,17,2.88,8.22
07829,18,2.22,11.43
07829,19,1.93,21.47
07829,20,2.1,15.32
07829,21,1.52,7.86
07829,22,4.32,11.83
07830,0,13.45,15.06
07830,1,0.0,14.63
07830,2,0.21,0.0
07830,3,0.0,0.0
07830,4,0.0,0.0
07830,6,0.0,0.0
07830,7,9.22,0.27
07830,8,18.38,0.58
07830,9,9.29,0.85
07830,10,5.78,0.53
07830,11,5.81,1.91
07830,12,4.62,1.8
07830,13,4.0,1.43
07830,14,2.97,3.08
07830,15,3.69,3.55
07830,16,3.79,5.2
07830,17,4.39,6.04
07830,18,7.1,17.5
07830,19,3.25,6.84
07830,20,1.94,6.36
07830,21,1.06,6.42
07830,22,1.06,7.95
07831,0,11.78,14.47
07831,1,0.0,11.36
07831,2,0.0,0.0
07831,3,0.0,0.0
07831,4,0.0,0.0
07831,6,0.0,0.0
07831,7,29.44,0.05
07831,8,19.72,0.39
07831,9,6.77,0.49
07831,10,3.18,0.83
07831,11,4.46,1.11
07831,12,2.67,1.58
07831,13,2.59,1.5
07831,14,2.06,1.84
07831,15,1.92,3.55
07831,16,2.76,4.41
07831,17,2.9,7.34
07831,18,6.46,10.76
07831,19,1.25,13.84
07831,20,0.84,9.36
07831,21,0.64,8.04
07831,22,0.56,9.07
07832,0,0.0,0.38
07832,1,0.0,0.0
07832,2,0.0,0.0
07832,3,0.0,0.0
07832,4,0.0,0.0
07832,6,15.96,0.38
07832,7,27.35,1.92
07832,8,10.75,1.28
07832,9,11.42,1.66
07832,10,4.89,1.02
07832,11,3.25,0.96
07832,12,3.3,1.6
07832,13,3.1,3.14
07832,14,2.78,2.11
07832,15,3.52,2.88
07832,16,4.22,5.76
07832,17,1.96,6.72
07832,18,2.11,11.59
07832,19,1.34,25.67
07832,20,1.17,14.53
07832,21,0.77,6.4
07832,22,2.11,11.97
10129,0,0.0,0.0
10129,1,0.0,0.0
10129,2,0.0,0.0
10129,3,86.34,30.36
10129,4,13.66,69.64
10129,6,0.0,0.0
10129,7,0.0,0.0
10129,8,0.0,0.0
10129,9,0.0,0.0
10129,10,0.0,0.0
10129,11,0.0,0.0
10129,12,0.0,0.0
10129,13,0.0,0.0
10129,14,0.0,0.0
10129,15,0.0,0.0
10129,16,0.0,0.0
10129,17,0.0,0.0
10129,18,0.0,0.0
10129,19,0.0,0.0
10129,20,0.0,0.0
10129,21,0.0,0.0
10129,22,0.0,0.0
10130,0,0.0,0.0
10130,1,0.0,0.0
10130,2,0.0,0.0
10130,3,0.0,0.0
10130,4,0.0,0.0
10130,6,100.0,100.0
10130,7,0.0,0.0
10130,8,0.0,0.0
10130,9,0.0,0.0
10130,10,0.0,0.0
10130,11,0.0,0.0
10130,12,0.0,0.0
10130,13,0.0,0.0
10130,14,0.0,0.0
10130,15,0.0,0.0
10130,16,0.0,0.0
10130,17,0.0,0.0
10130,18,0.0,0.0
10130,19,0.0,0.0
10130,20,0.0,0.0
10130,21,0.0,0.0
10130,22,0.0,0.0
10131,0,0.0,0.0
10131,1,0.0,0.0
10131,2,0.0,0.0
10131,3,52.75,11.45
10131,4,47.25,88.55
10131,6,0.0,0.0
10131,7,0.0,0.0
10131,8,0.0,0.0
10131,9,0.0,0.0
10131,10,0.0,0.0
10131,11,0.0,0.0
10131,12,0.0,0.0
10131,13,0.0,0.0
10131,14,0.0,0.0
10131,15,0.0,0.0
10131,16,0.0,0.0
10131,17,0.0,0.0
10131,18,0.0,0.0
10131,19,0.0,0.0
10131,20,0.0,0.0
10131,21,0.0,0.0
10131,22,0.0,0.0
10132,0,0.0,0.0
10132,1,0.0,0.0
10132,2,0.0,0.0
10132,3,0.0,0.0
10132,4,0.0,0.0
10132,6,100.0,100.0
10132,7,0.0,0.0
10132,8,0.0,0.0
10132,9,0.0,0.0
10132,10,0.0,0.0
10132,11,0.0,0.0
10132,12,0.0,0.0
10132,13,0.0,0.0
10132,14,0.0,0.0
10132,15,0.0,0.0
10132,16,0.0,0.0
10132,17,0.0,0.0
10132,18,0.0,0.0
10132,19,0.0,0.0
10132,20,0.0,0.0
10132,21,0.0,0.0
10132,22,0.0,0.0
10133,0,0.0,0.0
10133,1,0.0,0.0
10133,2,0.0,0.0
10133,3,70.48,56.63
10133,4,28.59,43.37
10133,6,0.0,0.0
10133,7,0.0,0.0
10133,8,0.0,0.0
10133,9,0.0,0.0
10133,10,0.0,0.0
10133,11,0.0,0.0
10133,12,0.35,0.0
10133,13,0.0,0.0
10133,14,0.58,0.0
10133,15,0.0,0.0
10133,16,0.0,0.0
10133,17,0.0,0.0
10133,18,0.0,0.0
10133,19,0.0,0.0
10133,20,0.0,0.0
10133,21,0.0,0.0
10133,22,0.0,0.0
10134,0,0.0,0.0
10134,1,0.0,0.0
10134,2,0.0,0.0
10134,3,0.0,0.0
10134,4,0.0,0.0
10134,6,100.0,100.0
10134,7,0.0,0.0
10134,8,0.0,0.0
10134,9,0.0,0.0
10134,10,0.0,0.0
10134,11,0.0,0.0
10134,12,0.0,0.0
10134,13,0.0,0.0
10134,14,0.0,0.0
10134,15,0.0,0.0
10134,16,0.0,0.0
10134,17,0.0,0.0
10134,18,0.0,0.0
10134,19,0.0,0.0
10134,20,0.0,0.0
10134,21,0.0,0.0
10134,22,0.0,0.0
10135,0,0.0,0.0
10135,1,0.0,0.0
10135,2,0.0,0.0
10135,3,92.4,72.59
10135,4,7.25,27.41
10135,6,0.0,0.0
10135,7,0.0,0.0
10135,8,0.0,0.0
10135,9,0.0,0.0
10135,10,0.0,0.0
10135,11,0.0,0.0
10135,12,0.17,0.0
10135,13,0.0,0.0
10135,14,0.17,0.0
10135,15,0.0,0.0
10135,16,0.0,0.0
10135,17,0.0,0.0
10135,18,0.0,0.0
10135,19,0.0,0.0
10135,20,0.0,0.0
10135,21,0.0,0.0
10135,22,0.0,0.0
10136,0,0.0,0.0
10136,1,0.0,0.0
10136,2,0.0,0.0
10136,3,0.0,0.0
10136,4,0.0,0.0
10136,6,100.0,100.0
10136,7,0.0,0.0
10136,8,0.0,0.0
10136,9,0.0,0.0
10136,10,0.0,0.0
10136,11,0.0,0.0
10136,12,0.0,0.0
10136,13,0.0,0.0
10136,14,0.0,0.0
10136,15,0.0,0.0
10136,16,0.0,0.0
10136,17,0.0,0.0
10136,18,0.0,0.0
10136,19,0.0,0.0
10136,20,0.0,0.0
10136,21,0.0,0.0
10136,22,0.0,0.0
10160,0,0.0,0.0
10160,1,0.0,0.0
10160,2,0.0,0.0
10160,3,0.0,0.0
10160,4,0.0,0.0
10160,6,100.0,100.0
10160,7,0.0,0.0
10160,8,0.0,0.0
10160,9,0.0,0.0
10160,10,0.0,0.0
10160,11,0.0,0.0
10160,12,0.0,0.0
10160,13,0.0,0.0
10160,14,0.0,0.0
10160,15,0.0,0.0
10160,16,0.0,0.0
10160,17,0.0,0.0
10160,18,0.0,0.0
10160,19,0.0,0.0
10160,20,0.0,0.0
10160,21,0.0,0.0
10160,22,0.0,0.0
10198,0,0.0,0.0
10198,1,0.0,0.0
10198,2,0.0,0.0
10198,3,0.0,0.0
10198,4,0.0,0.0
10198,6,100.0,100.0
10198,7,0.0,0.0
10198,8,0.0,0.0
10198,9,0.0,0.0
10198,10,0.0,0.0
10198,11,0.0,0.0
10198,12,0.0,0.0
10198,13,0.0,0.0
10198,14,0.0,0.0
10198,15,0.0,0.0
10198,16,0.0,0.0
10198,17,0.0,0.0
10198,18,0.0,0.0
10198,19,0.0,0.0
10198,20,0.0,0.0
10198,21,0.0,0.0
10198,22,0.0,0.0
10199,0,0.0,0.0
10199,1,0.0,0.0
10199,2,0.0,0.0
10199,3,93.02,67.14
10199,4,6.98,31.43
10199,6,0.0,0.0
10199,7,0.0,0.0
10199,8,0.0,0.0
10199,9,0.0,0.0
10199,10,0.0,0.0
10199,11,0.0,0.0
10199,12,0.0,1.43
10199,13,0.0,0.0
10199,14,0.0,0.0
10199,15,0.0,0.0
10199,16,0.0,0.0
10199,17,0.0,0.0
10199,18,0.0,0.0
10199,19,0.0,0.0
10199,20,0.0,0.0
10199,21,0.0,0.0
10199,22,0.0,0.0
10303,0,0.0,0.0
10303,1,0.0,0.0
10303,2,0.0,0.0
10303,3,88.98,59.78
10303,4,11.02,40.22
10303,6,0.0,0.0
10303,7,0.0,0.0
10303,8,0.0,0.0
10303,9,0.0,0.0
10303,10,0.0,0.0
10303,11,0.0,0.0
10303,12,0.0,0.0
10303,13,0.0,0.0
10303,14,0.0,0.0
10303,15,0.0,0.0
10303,16,0.0,0.0
10303,17,0.0,0.0
10303,18,0.0,0.0
10303,19,0.0,0.0
10303,20,0.0,0.0
10303,21,0.0,0.0
10303,22,0.0,0.0
10735,0,0.0,0.0
10735,1,0.0,0.0
10735,2,0.0,0.0
10735,3,47.4,41.56
10735,4,52.6,58.44
10735,6,0.0,0.0
10735,7,0.0,0.0
10735,8,0.0,0.0
10735,9,0.0,0.0
10735,10,0.0,0.0
10735,11,0.0,0.0
10735,12,0.0,0.0
10735,13,0.0,0.0
10735,14,0.0,0.0
10735,15,0.0,0.0
10735,16,0.0,0.0
10735,17,0.0,0.0
10735,18,0.0,0.0
10735,19,0.0,0.0
10735,20,0.0,0.0
10735,21,0.0,0.0
10735,22,0.0,0.0
11101,0,0.0,0.0
11101,1,0.0,0.0
11101,2,0.0,0.0
11101,3,0.0,0.0
11101,4,0.0,0.0
11101,6,100.0,100.0
11101,7,0.0,0.0
11101,8,0.0,0.0
11101,9,0.0,0.0
11101,10,0.0,0.0
11101,11,0.0,0.0
11101,12,0.0,0.0
11101,13,0.0,0.0
11101,14,0.0,0.0
11101,15,0.0,0.0
11101,16,0.0,0.0
11101,17,0.0,0.0
11101,18,0.0,0.0
11101,19,0.0,0.0
11101,20,0.0,0.0
11101,21,0.0,0.0
11101,22,0.0,0.0
11102,0,0.0,0.0
11102,1,0.0,0.0
11102,2,0.0,0.0
11102,3,0.0,0.0
11102,4,100.0,100.0
11102,6,0.0,0.0
11102,7,0.0,0.0
11102,8,0.0,0.0
11102,9,0.0,0.0
11102,10,0.0,0.0
11102,11,0.0,0.0
11102,12,0.0,0.0
11102,13,0.0,0.0
11102,14,0.0,0.0
11102,15,0.0,0.0
11102,16,0.0,0.0
11102,17,0.0,0.0
11102,18,0.0,0.0
11102,19,0.0,0.0
11102,20,0.0,0.0
11102,21,0.0,0.0
11102,22,0.0,0.0
11103,0,0.0,0.0
11103,1,0.0,0.0
11103,2,0.0,0.0
11103,3,0.0,0.0
11103,4,0.0,0.0
11103,6,100.0,100.0
11103,7,0.0,0.0
11103,8,0.0,0.0
11103,9,0.0,0.0
11103,10,0.0,0.0
11103,11,0.0,0.0
11103,12,0.0,0.0
11103,13,0.0,0.0
11103,14,0.0,0.0
11103,15,0.0,0.0
11103,16,0.0,0.0
11103,17,0.0,0.0
11103,18,0.0,0.0
11103,19,0.0,0.0
11103,20,0.0,0.0
11103,21,0.0,0.0
11103,22,0.0,0.0
11104,0,0.0,0.0
11104,1,0.0,0.0
11104,2,0.0,0.0
11104,3,0.0,0.0
11104,4,100.0,100.0
11104,6,0.0,0.0
11104,7,0.0,0.0
11104,8,0.0,0.0
11104,9,0.0,0.0
11104,10,0.0,0.0
11104,11,0.0,0.0
11104,12,0.0,0.0
11104,13,0.0,0.0
11104,14,0.0,0.0
11104,15,0.0,0.0
11104,16,0.0,0.0
11104,17,0.0,0.0
11104,18,0.0,0.0
11104,19,0.0,0.0
11104,20,0.0,0.0
11104,21,0.0,0.0
11104,22,0.0,0.0
11159,0,0.0,0.0
11159,1,0.0,0.0
11159,2,0.0,0.0
11159,3,0.0,0.0
11159,4,0.0,0.0
11159,6,100.0,100.0
11159,7,0.0,0.0
11159,8,0.0,0.0
11159,9,0.0,0.0
11159,10,0.0,0.0
11159,11,0.0,0.0
11159,12,0.0,0.0
11159,13,0.0,0.0
11159,14,0.0,0.0
11159,15,0.0,0.0
11159,16,0.0,0.0
11159,17,0.0,0.0
11159,18,0.0,0.0
11159,19,0.0,0.0
11159,20,0.0,0.0
11159,21,0.0,0.0
11159,22,0.0,0.0
11160,0,0.0,0.0
11160,1,0.0,0.0
11160,2,0.0,0.0
11160,3,0.0,0.0
11160,4,100.0,100.0
11160,6,0.0,0.0
11160,7,0.0,0.0
11160,8,0.0,0.0
11160,9,0.0,0.0
11160,10,0.0,0.0
11160,11,0.0,0.0
11160,12,0.0,0.0
11160,13,0.0,0.0
11160,14,0.0,0.0
11160,15,0.0,0.0
11160,16,0.0,0.0
11160,17,0.0,0.0
11160,18,0.0,0.0
11160,19,0.0,0.0
11160,20,0.0,0.0
11160,21,0.0,0.0
11160,22,0.0,0.0
11161,0,0.0,0.0
11161,1,0.0,0.0
11161,2,0.0,0.0
11161,3,0.0,0.0
11161,4,0.0,0.0
11161,6,100.0,100.0
11161,7,0.0,0.0
11161,8,0.0,0.0
11161,9,0.0,0.0
11161,10,0.0,0.0
11161,11,0.0,0.0
11161,12,0.0,0.0
11161,13,0.0,0.0
11161,14,0.0,0.0
11161,15,0.0,0.0
11161,16,0.0,0.0
11161,17,0.0,0.0
11161,18,0.0,0.0
11161,19,0.0,0.0
11161,20,0.0,0.0
11161,21,0.0,0.0
11161,22,0.0,0.0
11162,0,0.0,0.0
11162,1,0.0,0.0
11162,2,0.0,0.0
11162,3,0.0,0.0
11162,4,100.0,100.0
11162,6,0.0,0.0
11162,7,0.0,0.0
11162,8,0.0,0.0
11162,9,0.0,0.0
11162,10,0.0,0.0
11162,11,0.0,0.0
11162,12,0.0,0.0
11162,13,0.0,0.0
11162,14,0.0,0.0
11162,15,0.0,0.0
11162,16,0.0,0.0
11162,17,0.0,0.0
11162,18,0.0,0.0
11162,19,0.0,0.0
11162,20,0.0,0.0
11162,21,0.0,0.0
11162,22,0.0,0.0
11180,0,0.0,0.0
11180,1,0.0,0.0
11180,2,0.0,0.0
11180,3,0.0,0.0
11180,4,0.0,0.0
11180,6,100.0,100.0
11180,7,0.0,0.0
11180,8,0.0,0.0
11180,9,0.0,0.0
11180,10,0.0,0.0
11180,11,0.0,0.0
11180,12,0.0,0.0
11180,13,0.0,0.0
11180,14,0.0,0.0
11180,15,0.0,0.0
11180,16,0.0,0.0
11180,17,0.0,0.0
11180,18,0.0,0.0
11180,19,0.0,0.0
11180,20,0.0,0.0
11180,21,0.0,0.0
11180,22,0.0,0.0
11181,0,,0.0
11181,1,,0.0
11181,2,,0.0
11181,3,,0.0
11181,4,,0.0
11181,6,,100.0
11181,7,,0.0
11181,8,,0.0
11181,9,,0.0
11181,10,,0.0
11181,11,,0.0
11181,12,,0.0
11181,13,,0.0
11181,14,,0.0
11181,15,,0.0
11181,16,,0.0
11181,17,,0.0
11181,18,,0.0
11181,19,,0.0
11181,20,,0.0
11181,21,,0.0
11181,22,,0.0
11182,0,0.0,0.0
11182,1,0.0,0.0
11182,2,0.0,0.0
11182,3,0.0,0.0
11182,4,0.0,0.0
11182,6,100.0,100.0
11182,7,0.0,0.0
11182,8,0.0,0.0
11182,9,0.0,0.0
11182,10,0.0,0.0
11182,11,0.0,0.0
11182,12,0.0,0.0
11182,13,0.0,0.0
11182,14,0.0,0.0
11182,15,0.0,0.0
11182,16,0.0,0.0
11182,17,0.0,0.0
11182,18,0.0,0.0
11182,19,0.0,0.0
11182,20,0.0,0.0
11182,21,0.0,0.0
11182,22,0.0,0.0
11183,0,0.0,0.0
11183,1,0.0,0.0
11183,2,0.0,0.0
11183,3,0.0,0.0
11183,4,0.0,0.0
11183,6,100.0,100.0
11183,7,0.0,0.0
11183,8,0.0,0.0
11183,9,0.0,0.0
11183,10,0.0,0.0
11183,11,0.0,0.0
11183,12,0.0,0.0
11183,13,0.0,0.0
11183,14,0.0,0.0
11183,15,0.0,0.0
11183,16,0.0,0.0
11183,17,0.0,0.0
11183,18,0.0,0.0
11183,19,0.0,0.0
11183,20,0.0,0.0
11183,21,0.0,0.0
11183,22,0.0,0.0
11184,0,0.0,0.0
11184,1,0.0,0.0
11184,2,0.0,0.0
11184,3,0.0,0.0
11184,4,100.0,100.0
11184,6,0.0,0.0
11184,7,0.0,0.0
11184,8,0.0,0.0
11184,9,0.0,0.0
11184,10,0.0,0.0
11184,11,0.0,0.0
11184,12,0.0,0.0
11184,13,0.0,0.0
11184,14,0.0,0.0
11184,15,0.0,0.0
11184,16,0.0,0.0
11184,17,0.0,0.0
11184,18,0.0,0.0
11184,19,0.0,0.0
11184,20,0.0,0.0
11184,21,0.0,0.0
11184,22,0.0,0.0
11185,0,0.0,0.0
11185,1,0.0,0.0
11185,2,0.0,0.0
11185,3,0.0,0.0
11185,4,0.0,0.0
11185,6,100.0,100.0
11185,7,0.0,0.0
11185,8,0.0,0.0
11185,9,0.0,0.0
11185,10,0.0,0.0
11185,11,0.0,0.0
11185,12,0.0,0.0
11185,13,0.0,0.0
11185,14,0.0,0.0
11185,15,0.0,0.0
11185,16,0.0,0.0
11185,17,0.0,0.0
11185,18,0.0,0.0
11185,19,0.0,0.0
11185,20,0.0,0.0
11185,21,0.0,0.0
11185,22,0.0,0.0
11186,0,0.0,0.0
11186,1,0.0,0.0
11186,2,0.0,0.0
11186,3,0.0,0.0
11186,4,100.0,100.0
11186,6,0.0,0.0
11186,7,0.0,0.0
11186,8,0.0,0.0
11186,9,0.0,0.0
11186,10,0.0,0.0
11186,11,0.0,0.0
11186,12,0.0,0.0
11186,13,0.0,0.0
11186,14,0.0,0.0
11186,15,0.0,0.0
11186,16,0.0,0.0
11186,17,0.0,0.0
11186,18,0.0,0.0
11186,19,0.0,0.0
11186,20,0.0,0.0
11186,21,0.0,0.0
11186,22,0.0,0.0
11187,0,0.0,0.0
11187,1,0.0,0.0
11187,2,0.0,0.0
11187,3,0.0,0.0
11187,4,0.0,0.0
11187,6,100.0,100.0
11187,7,0.0,0.0
11187,8,0.0,0.0
11187,9,0.0,0.0
11187,10,0.0,0.0
11187,11,0.0,0.0
11187,12,0.0,0.0
11187,13,0.0,0.0
11187,14,0.0,0.0
11187,15,0.0,0.0
11187,16,0.0,0.0
11187,17,0.0,0.0
11187,18,0.0,0.0
11187,19,0.0,0.0
11187,20,0.0,0.0
11187,21,0.0,0.0
11187,22,0.0,0.0
11188,0,,0.0
11188,1,,0.0
11188,2,,0.0
11188,3,,0.0
11188,4,,0.0
11188,6,,100.0
11188,7,,0.0
11188,8,,0.0
11188,9,,0.0
11188,10,,0.0
11188,11,,0.0
11188,12,,0.0
11188,13,,0.0
11188,14,,0.0
11188,15,,0.0
11188,16,,0.0
11188,17,,0.0
11188,18,,0.0
11188,19,,0.0
11188,20,,0.0
11188,21,,0.0
11188,22,,0.0
11189,0,0.0,0.0
11189,1,0.0,0.0
11189,2,0.0,0.0
11189,3,99.04,100.0
11189,4,0.48,0.0
11189,6,0.0,0.0
11189,7,0.0,0.0
11189,8,0.0,0.0
11189,9,0.0,0.0
11189,10,0.0,0.0
11189,11,0.0,0.0
11189,12,0.48,0.0
11189,13,0.0,0.0
11189,14,0.0,0.0
11189,15,0.0,0.0
11189,16,0.0,0.0
11189,17,0.0,0.0
11189,18,0.0,0.0
11189,19,0.0,0.0
11189,20,0.0,0.0
11189,21,0.0,0.0
11189,22,0.0,0.0
11194,0,0.0,0.0
11194,1,0.0,0.0
11194,2,0.0,0.0
11194,3,0.0,0.0
11194,4,0.0,0.0
11194,6,100.0,100.0
11194,7,0.0,0.0
11194,8,0.0,0.0
11194,9,0.0,0.0
11194,10,0.0,0.0
11194,11,0.0,0.0
11194,12,0.0,0.0
11194,13,0.0,0.0
11194,14,0.0,0.0
11194,15,0.0,0.0
11194,16,0.0,0.0
11194,17,0.0,0.0
11194,18,0.0,0.0
11194,19,0.0,0.0
11194,20,0.0,0.0
11194,21,0.0,0.0
11194,22,0.0,0.0
11195,0,0.0,0.0
11195,1,0.0,0.0
11195,2,0.0,0.0
11195,3,54.18,73.23
11195,4,45.82,26.77
11195,6,0.0,0.0
11195,7,0.0,0.0
11195,8,0.0,0.0
11195,9,0.0,0.0
11195,10,0.0,0.0
11195,11,0.0,0.0
11195,12,0.0,0.0
11195,13,0.0,0.0
11195,14,0.0,0.0
11195,15,0.0,0.0
11195,16,0.0,0.0
11195,17,0.0,0.0
11195,18,0.0,0.0
11195,19,0.0,0.0
11195,20,0.0,0.0
11195,21,0.0,0.0
11195,22,0.0,0.0
11196,0,0.0,0.0
11196,1,0.0,0.0
11196,2,0.0,0.0
11196,3,0.0,0.0
11196,4,0.0,0.0
11196,6,100.0,100.0
11196,7,0.0,0.0
11196,8,0.0,0.0
11196,9,0.0,0.0
11196,10,0.0,0.0
11196,11,0.0,0.0
11196,12,0.0,0.0
11196,13,0.0,0.0
11196,14,0.0,0.0
11196,15,0.0,0.0
11196,16,0.0,0.0
11196,17,0.0,0.0
11196,18,0.0,0.0
11196,19,0.0,0.0
11196,20,0.0,0.0
11196,21,0.0,0.0
11196,22,0.0,0.0
11197,0,0.0,0.0
11197,1,0.0,0.0
11197,2,0.0,0.0
11197,3,19.57,46.58
11197,4,80.43,53.42
11197,6,0.0,0.0
11197,7,0.0,0.0
11197,8,0.0,0.0
11197,9,0.0,0.0
11197,10,0.0,0.0
11197,11,0.0,0.0
11197,12,0.0,0.0
11197,13,0.0,0.0
11197,14,0.0,0.0
11197,15,0.0,0.0
11197,16,0.0,0.0
11197,17,0.0,0.0
11197,18,0.0,0.0
11197,19,0.0,0.0
11197,20,0.0,0.0
11197,21,0.0,0.0
11197,22,0.0,0.0
11198,0,0.0,0.0
11198,1,0.0,0.0
11198,2,0.0,0.0
11198,3,0.19,1.72
11198,4,99.81,98.28
11198,6,0.0,0.0
11198,7,0.0,0.0
11198,8,0.0,0.0
11198,9,0.0,0.0
11198,10,0.0,0.0
11198,11,0.0,0.0
11198,12,0.0,0.0
11198,13,0.0,0.0
11198,14,0.0,0.0
11198,15,0.0,0.0
11198,16,0.0,0.0
11198,17,0.0,0.0
11198,18,0.0,0.0
11198,19,0.0,0.0
11198,20,0.0,0.0
11198,21,0.0,0.0
11198,22,0.0,0.0
11199,0,0.0,0.0
11199,1,0.0,0.0
11199,2,0.0,0.0
11199,3,0.0,0.0
11199,4,0.0,0.0
11199,6,100.0,100.0
11199,7,0.0,0.0
11199,8,0.0,0.0
11199,9,0.0,0.0
11199,10,0.0,0.0
11199,11,0.0,0.0
11199,12,0.0,0.0
11199,13,0.0,0.0
11199,14,0.0,0.0
11199,15,0.0,0.0
11199,16,0.0,0.0
11199,17,0.0,0.0
11199,18,0.0,0.0
11199,19,0.0,0.0
11199,20,0.0,0.0
11199,21,0.0,0.0
11199,22,0.0,0.0
11244,0,0.0,0.0
11244,1,0.0,0.0
11244,2,0.0,0.0
11244,3,0.0,0.0
11244,4,100.0,100.0
11244,6,0.0,0.0
11244,7,0.0,0.0
11244,8,0.0,0.0
11244,9,0.0,0.0
11244,10,0.0,0.0
11244,11,0.0,0.0
11244,12,0.0,0.0
11244,13,0.0,0.0
11244,14,0.0,0.0
11244,15,0.0,0.0
11244,16,0.0,0.0
11244,17,0.0,0.0
11244,18,0.0,0.0
11244,19,0.0,0.0
11244,20,0.0,0.0
11244,21,0.0,0.0
11244,22,0.0,0.0
11245,0,0.0,0.0
11245,1,0.0,0.0
11245,2,0.0,0.0
11245,3,0.0,0.0
11245,4,100.0,100.0
11245,6,0.0,0.0
11245,7,0.0,0.0
11245,8,0.0,0.0
11245,9,0.0,0.0
11245,10,0.0,0.0
11245,11,0.0,0.0
11245,12,0.0,0.0
11245,13,0.0,0.0
11245,14,0.0,0.0
11245,15,0.0,0.0
11245,16,0.0,0.0
11245,17,0.0,0.0
11245,18,0.0,0.0
